"License Number","Status","Type| Dup","Expir. Date","Primary Owner and Premises Addr.","Mailing Addr.","Action","Conditions","Escrow","District Code","Geo Code","Prem Street","City","County","Zip Code","Mailing Street","Mailing City","Mailing Zip Code","Mailing State"
"609875","Active","20 | 0","11/30/2024","DBA: AMPM                            OEM PETROLEUM, LLC                             2910 W EIGHT MILE RD,                             STOCKTON, CA  95209","2190 MERIDIAN PARK BLVD, STE G                              CONCORD, CA  94520-5715","ORI","","","29","3905","2910 W EIGHT MILE RD","STOCKTON","39","95209","2190 MERIDIAN PARK BLVD, STE G","CONCORD","94520","CA"
"630409","Active","70 | 0","11/30/2024","DBA: VAGABOND INN                            VISTA INVESTMENTS MGMT CO                             120 W COLORADO ST,                             GLENDALE, CA  91204-1304","2225 CAMPUS DR                              EL SEGUNDO, CA  90245-0001","ORI","","","5","1921","120 W COLORADO ST","GLENDALE","19","91204","2225 CAMPUS DR","EL SEGUNDO","90245","CA"
"638477","Active","47 | 0","11/30/2024","DBA: MILLS ALLEY                             33 FAIR OAKS INC                             33 S FAIR OAKS AVE,                             PASADENA, CA  91105-1905","9669 NORBROOK DR                               RANCHO CUCAMONGA, CA  91737-1698","PER","","METRO ESCROW INC 3600 WILSHIRE BLVD STE 326 LOS ANGELES, CA  90010","2","1943","33 S FAIR OAKS AVE","PASADENA","19","91105","9669 NORBROOK DR","RANCHO CUCAMONGA","91737","CA"
"639567","Active","41 | 0","11/30/2024","DBA: MENDOCINO FARMS SANDWICH MARKET                            MENDOCINO FARMS LLC                             23391 MULLHOLLAND DR , STE A-B,                             WOODLAND HILLS, CA  91364-2734","2004 E PARK PL, STE H                              EL SEGUNDO, CA  90245-6100","ORI","","","5","1933","23391 MULLHOLLAND DR , STE A-B","WOODLAND HILLS","19","91364","2004 E PARK PL, STE H","EL SEGUNDO","90245","CA"
"642860","Active","47 | 0","11/30/2024","FOC HOSPITALITY, LLC                             148 S LA BREA AVE ,                             LOS ANGELES, CA  90036-2910","8023 BEVERLY BLVD #1582                              LOS ANGELES, CA  90048","ORI","5,7","","4","1933","148 S LA BREA AVE","LOS ANGELES","19","90036","8023 BEVERLY BLVD #1582","LOS ANGELES","90048","CA"
"647927","Active","47 | 0","06/30/2024","DBA: LUSTIG                            LUSTIG, LLC                             3273 HELMS AVE,                             CULVER CITY, CA  90232","","PRM/FID","7","CALIFORNIA BUSINESS ESCROW INC 1748 MAIN ST ESCALON, CA  95320-1927","4","1914","3273 HELMS AVE","CULVER CITY","19","90232","","","",""
"648000","Active","41 | 0","11/30/2024","DBA: BLUESTONE LANE                            BL 223 AVENIDA DEL MAR CA LLC                             223 AVENIDA DEL MAR, STE A,                             SAN CLEMENTE, CA  92672-4012","","ORI","","","11","3016","223 AVENIDA DEL MAR, STE A","SAN CLEMENTE","30","92672","","","",""
"648181","Active","41 | 0","11/30/2024","DBA: ORIGAMI HANDROLL BAR                            ORIGAMI LLC                             1080 E IMPERIAL HWY, STE E2,                             BREA, CA  92821-5626","","ORI","","","11","3002","1080 E IMPERIAL HWY, STE E2","BREA","30","92821","","","",""
"648957","Active","41 | 0","11/30/2024","DBA: SMOKE & FIRE SOCIAL EATERY                            RL PROFIT CONSULTING LLC                             8009 ALONDRA BLVD, STE A,                             PARAMOUNT, CA  90723","","PER","7","CHICAGO TITLE COMPANY 920 GLENNEYRE ST STE N LAGUNA BEACH, CA  92651","3","1942","8009 ALONDRA BLVD, STE A","PARAMOUNT","19","90723","","","",""
"649130","Active","20 | 0","11/30/2024","DBA: CALIMEX MARKET #2                            AL-THABYANI INC                             245 CHESTER AVE,                             BAKERSFIELD, CA  93301-5411","","PER","7","","6","1501","245 CHESTER AVE","BAKERSFIELD","15","93301","","","",""
"649416","Active","02 | 0","06/30/2024","DBA: LA FATA CELLARS                            VISION IN THE VINEYARDS                             281 PAMELA WAY , STE 104-107,                             BUELLTON, CA  93427-9594","37980 AVENIDA BRAVURA                              TEMECULA, CA  92592-8933","PRM","","","13","4207","281 PAMELA WAY , STE 104-107","BUELLTON","42","93427","37980 AVENIDA BRAVURA","TEMECULA","92592","CA"
"649524","Active","41 | 0","11/30/2024","NARA THAI CUISINE INC.                             28368 S WESTERN AVE,                             RANCHO PALOS VERDES, CA  90275-1434","","PER","7","","3","1978","28368 S WESTERN AVE","RANCHO PALOS VERDES","19","90275","","","",""
"649682","Active","41 | 0","11/30/2024","DBA: EGGY'S NEIGHBORHOOD KITCHEN                            EGGYS LLC                             1511 SHATTUCK AVE, #F,                             BERKELEY, CA  94709-1579","","PER","7","","22","0103","1511 SHATTUCK AVE, #F","BERKELEY","01","94709","","","",""
"650616","Active","47 | 0","11/30/2024","DBA: HACIENDA MI RANCHITO                            HACIENDA MI RANCHITO INC                             405 W PALMDALE BLVD,                             PALMDALE, CA  93551-4243","","PER/PRM","","CALIFORNIA BUSINESS ESCROW 1748 MAIN ST ESCALON, CA  95320-1927","5","1974","405 W PALMDALE BLVD","PALMDALE","19","93551","","","",""
"650783","Active","02 | 0","06/30/2024","DBA: CRAV GROUP LLC                            CRAV GROUP LLC                             2258 LAS AMIGAS RD,                             NAPA, CA  94559-9717","11541 SW 81 TERRACE                              MIAMI, FL  33173","ORI","","","27","2800","2258 LAS AMIGAS RD","NAPA","28","94559","11541 SW 81 TERRACE","MIAMI","33173","FL"
"650825","Active","41 | 0","11/30/2024","DBA: NORI POKE SUSHI                            E&K NORI CORPORATION                             21016 BEACH BLVD,                             HUNTINGTON BEACH, CA  92648-5402","14269 LEGATO CT                              EASTVALE, CA  92880-4518","ORI","","","11","3010","21016 BEACH BLVD","HUNTINGTON BEACH","30","92648","14269 LEGATO CT","EASTVALE","92880","CA"
"650956","Active","41 | 0","11/30/2024","DBA: LODI CYCLERY                            SHIRK, BRIAN JEFFRIE                             9 N SCHOOL ST,                             LODI, CA  95240","","ORI","7","","29","3902","9 N SCHOOL ST","LODI","39","95240","","","",""
"650981","Active","17 | 1","11/30/2024","YOURS TRULY WINE IMPORTERS                              77564 COUNTRY CLUB DR, STE 227,                             PALM DESERT, CA  92211-6249","","ORI","7","","8","3318","77564 COUNTRY CLUB DR, STE 227","PALM DESERT","33","92211","","","",""
"650981","Active","20 | 0","11/30/2024","YOURS TRULY WINE IMPORTERS                              77564 COUNTRY CLUB DR, STE 227,                             PALM DESERT, CA  92211-6249","","ORI","7,I","","8","3318","77564 COUNTRY CLUB DR, STE 227","PALM DESERT","33","92211","","","",""
"650981","Active","09 | 1","11/30/2024","YOURS TRULY WINE IMPORTERS                              77564 COUNTRY CLUB DR, STE 227,                             PALM DESERT, CA  92211-6249","","ORI","7","","8","3318","77564 COUNTRY CLUB DR, STE 227","PALM DESERT","33","92211","","","",""
"651049","Active","41 | 0","05/31/2024","DBA: PHUONG TRANG RESTAURANT                            TRAN, TINA                             4170 CONVOY ST,                             SAN DIEGO, CA  92111","","DPR","7","","10","3710","4170 CONVOY ST","SAN DIEGO","37","92111","","","",""
"651052","Active","47 | 1","06/30/2024","DBA: LAS TRES CATRINAS                            LAS TRES CATRINAS RESTAURANT BAR LLC                             555 BROADWAY, STE 1084,                             CHULA VISTA, CA  91911-5346","","FID","2,7,8","","10","3702","555 BROADWAY, STE 1084","CHULA VISTA","37","91911","","","",""
"651052","Active","58 | 1","06/30/2024","DBA: LAS TRES CATRINAS                            LAS TRES CATRINAS RESTAURANT BAR LLC                             555 BROADWAY, STE 1084,                             CHULA VISTA, CA  91911-5346","","FID","2,7,8","","10","3702","555 BROADWAY, STE 1084","CHULA VISTA","37","91911","","","",""
"651298","Active","02 | 0","06/30/2024","DBA: GRAPESTAKE CELLARS                            BELLETTO, OWEN WILLIAM                             3773 RUTH WAY, STE A,                             PASO ROBLES, CA  93446","1855 TWELVE OAKS DR                              PASO ROBLES, CA  93446-8622","ORI","","","13","4000","3773 RUTH WAY, STE A","PASO ROBLES","40","93446","1855 TWELVE OAKS DR","PASO ROBLES","93446","CA"
"651372","Active","41 | 0","11/30/2024","DBA: LOVE LETTER                            CL K FOOD INC                             3277 GRAND AVE, STE H,                             CHINO HILLS, CA  91709-1490","","PER","7","PRIMA ESCROW INC 3600 WILSHIRE BLVD SUITE 1028 LOS ANGELES, CA  90010","7","3623","3277 GRAND AVE, STE H","CHINO HILLS","36","91709","","","",""
"651395","Active","23 | 0","11/30/2024","DBA: MATTIE GROVES BREWERY                            MATTIE GROVES BREWERY, LLC                             1716 L ST,                             SACRAMENTO, CA  95811","","ORI","7","","23","3405","1716 L ST","SACRAMENTO","34","95811","","","",""
"651614","Active","41 | 0","11/30/2024","DBA: FUEGO CRAVINGS - RHE                            MI RANCHITO INVESTMENTS LP                             550 DEEP VALLEY DR , STE 155,                             ROLLING HILLS ESTATES, CA  90274-3697","11426 ALLERTON ST                              WHITTIER, CA  90606","ORI","7","","3","1948","550 DEEP VALLEY DR , STE 155","ROLLING HILLS ESTATES","19","90274","11426 ALLERTON ST","WHITTIER","90606","CA"
"651687","Active","41 | 0","11/30/2024","DBA: HISUI SUSHI                            TIGER DRAGON FOLSOM INC                             25004 BLUE RAVINE RD, STE 107,                             FOLSOM, CA  95630-5283","201 BEARD ST                              VACAVILLE, CA  95688-3022","PER","","CAPITOL CITY ESCROW INC 3838 WATT AVE #F610 SACRAMENTO, CA  95821","23","3401","25004 BLUE RAVINE RD, STE 107","FOLSOM","34","95630","201 BEARD ST","VACAVILLE","95688","CA"
"651886","Active","18 | 1","05/31/2024","DBA: GUSTO ITALIANO                            GUSTO ITALIANO US LLC                             1700 MYRTLE ST,                             CALISTOGA, CA  94515-1532","","FID","7,8","","27","2801","1700 MYRTLE ST","CALISTOGA","28","94515","","","",""
"651886","Active","12 | 1","05/31/2024","DBA: GUSTO ITALIANO                            GUSTO ITALIANO US LLC                             1700 MYRTLE ST,                             CALISTOGA, CA  94515-1532","","FID","7,8","","27","2801","1700 MYRTLE ST","CALISTOGA","28","94515","","","",""
"652163","Active","02 | 0","06/30/2024","DBA: PERCH WINE COMPANY                            SAAKE, ADAM DAVID                             21 E ELM ST,                             LODI, CA  95240-2222","3355 FORNEY WAY                              SACRAMENTO, CA  95816-6555","ORI","","","29","3902","21 E ELM ST","LODI","39","95240","3355 FORNEY WAY","SACRAMENTO","95816","CA"
"652744","Active","41 | 0","11/30/2024","DBA: BURGER SHACK                            NOVOA, ANAIZA                             7834 HIGHWAY 99E,                             LOS MOLINOS, CA  96055-9780","","ORI","7","","31","5200","7834 HIGHWAY 99E","LOS MOLINOS","52","96055","","","",""
"652858","Active","41 | 0","11/30/2024","DBA: CONCHITA'S RESTAURANT                            ESQUIVELLEON, CONCEPCION                             8641 S MENDOCINO AVE,                             PARLIER, CA  93648-2213","8570 S RENE LOPEZ ST                              PARLIER, CA  93648","ORI","7","","21","1011","8641 S MENDOCINO AVE","PARLIER","10","93648","8570 S RENE LOPEZ ST","PARLIER","93648","CA"
"652957","Active","41 | 0","11/30/2024","DBA: WILD POPPY, THE                            WILD POPPY LLC, THE                             9890 BODEGA HWY,                             SEBASTOPOL, CA  95472-3057","","ORI","","","27","4900","9890 BODEGA HWY","SEBASTOPOL","49","95472","","","",""
"653240","Active","18 | 0","08/31/2024","DBA: STOKE DISTILLING COMPANY                            87 SPIRITS INC                             505 MAIN ST, UNIT B7,                             CHULA VISTA, CA  91911-6059","603 SEAGAZE DR, #919                              OCEANSIDE, CA  92054-3005","PRM","","","10","3702","505 MAIN ST, UNIT B7","CHULA VISTA","37","91911","603 SEAGAZE DR, #919","OCEANSIDE","92054","CA"
"653444","Issued-Temp.","30","04/08/2024","DBA: JINBEI                            GINDACO USA, INC.                             3923 PORTOLA PKWY, STE 200D,                             IRVINE, CA  92602-0833","12140 BRADDOCK DR                              CULVER CITY, CA  90230-5813","PER","","TEAM ESCROW, INC. 30 CORPORATE PARK STE 210 IRVINE, CA  92606","11","3026","3923 PORTOLA PKWY, STE 200D","IRVINE","30","92602","12140 BRADDOCK DR","CULVER CITY","90230","CA"
